,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Quantity,,,Comercial,,,,Current Date in Cell to the right,,,11-Dec-15,Contact,,
S/N,KAM,Company,New Account,Region,Segment,Vertical,Sub-Vertical, Product , Mobile Plans ,Sales Stage,Capacity, Unit , QTY , NRC , Unit MRC , Total MRC , ARC , Date Identified (mm/dd/yy) , Date Closed (mm/dd/yy) , Duration if Closed , Number of Days in Pipeline (Ageing) ,Name,Phone no,Email address
743,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
744,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
745,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
746,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
747,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
748,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
749,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
750,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
751,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
752,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
753,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
754,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
755,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
756,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
757,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
758,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
759,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
760,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
761,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
762,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
763,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
764,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
765,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
766,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
767,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
768,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
769,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
770,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
771,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
772,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
773,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
774,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
775,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
776,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
777,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
778,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
779,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
780,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
781,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
782,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
783,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
784,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
785,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
786,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
787,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
788,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
789,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
790,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
791,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
792,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
793,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
794,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
795,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
796,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
797,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
798,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
799,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
800,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
801,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
802,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
803,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
804,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
805,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
806,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
807,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
808,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
809,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
810,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
811,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
812,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
813,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
814,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
815,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
816,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
817,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
818,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
819,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
820,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
821,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
822,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
823,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
824,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
825,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
826,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
827,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
828,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
829,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
830,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
831,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
832,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
833,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
834,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
835,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
836,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
837,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
838,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
839,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
840,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
841,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
842,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
843,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
844,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
845,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
846,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
847,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
848,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
849,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
850,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
851,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
852,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
853,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
854,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
855,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
856,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
857,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
858,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
859,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
860,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
861,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
862,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
863,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
864,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
865,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
866,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
867,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
868,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
869,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
870,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
871,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
872,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
873,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
874,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
875,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
876,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
877,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
878,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
879,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
880,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
881,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
882,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
883,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
884,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
885,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
886,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
887,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
888,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
889,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
890,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
891,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
892,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
893,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
894,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
895,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
896,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
897,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
898,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
899,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
900,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
901,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
902,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
903,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
904,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
905,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
906,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
907,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
908,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
909,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
910,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
911,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
912,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
913,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
914,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
915,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
916,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
917,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
918,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
919,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
920,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
921,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
922,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
923,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
924,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
925,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
926,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
927,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
928,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
929,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
930,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
931,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
932,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
933,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
934,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
935,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
936,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
937,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
938,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
939,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
940,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
941,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
942,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
943,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
944,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
945,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
946,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
947,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
948,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
949,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
950,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
951,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
952,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
953,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
954,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
955,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
956,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
957,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
958,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
959,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
960,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
961,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
962,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
963,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
964,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
965,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
966,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
967,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
968,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
969,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
970,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
971,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
972,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
973,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
974,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
975,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
976,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
977,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
978,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
979,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
980,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
981,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
982,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
983,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
984,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
985,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
986,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
987,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
988,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
989,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
990,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
991,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
992,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
993,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
994,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
995,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
996,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
997,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
998,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
999,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1000,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1001,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1002,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1003,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1004,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1005,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1006,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1007,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1008,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1009,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1010,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1011,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1012,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1013,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1014,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1015,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1016,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1017,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1018,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1019,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1020,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1021,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1022,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1023,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1024,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1025,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1026,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1027,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1028,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1029,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1030,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1031,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1032,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1033,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1034,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1035,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1036,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1037,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1038,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1039,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1040,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1041,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1042,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1043,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1044,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1045,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1046,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1047,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1048,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1049,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1050,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1051,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1052,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1053,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1054,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1055,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1056,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1057,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1058,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1059,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1060,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1061,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1062,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1063,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1064,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1065,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1066,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1067,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1068,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1069,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1070,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1071,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1072,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1073,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1074,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1075,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1076,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1077,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1078,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1079,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1080,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1081,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1082,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1083,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1084,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1085,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1086,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1087,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1088,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1089,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1090,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1091,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1092,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1093,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1094,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1095,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1096,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1097,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1098,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1099,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1100,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1101,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1102,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1103,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1104,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1105,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1106,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1107,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1108,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1109,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1110,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1111,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1112,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1113,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1114,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1115,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1116,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1117,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1118,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1119,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1120,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1121,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1122,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1123,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1124,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1125,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1126,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1127,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1128,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1129,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1130,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1131,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
